,RD_index,TD_index,Predicted
284,268,26583,2067.2564154161346
285,268,111130,1963.570017201797
286,268,142239,773.5327039011514
287,268,90350,773.5327039011514
288,268,80276,773.5327039011514
289,268,70929,2067.2564154161346
290,268,155485,1963.570017201797
291,268,130768,773.5327039011514
292,268,9509,3395.3965189792902
293,268,67457,3395.3965189792902
294,268,4067,3032.7955133739924
295,268,70873,773.5327039011514
296,268,97664,3032.7955133739924
297,268,71741,773.5327039011514
298,268,32329,2067.2564154161346
299,268,128178,773.5327039011514
300,268,24186,3395.3965189792902
301,268,10932,3395.3965189792902
302,268,36225,773.5327039011514
303,268,131950,773.5327039011514
304,268,5421,3395.3965189792902
305,268,6135,3395.3965189792902
306,268,110320,3032.7955133739924
307,268,38772,3395.3965189792902
308,268,111428,773.5327039011514
309,268,40015,3032.7955133739924
310,268,95338,1963.570017201797
311,268,62900,2067.2564154161346
312,268,32547,773.5327039011514
313,268,77727,3395.3965189792902
314,268,92614,2067.2564154161346
315,268,149253,773.5327039011514
316,268,36479,1963.570017201797
317,268,103176,773.5327039011514
318,268,70370,2067.2564154161346
319,268,3340,3032.7955133739924
320,268,40851,1963.570017201797
321,268,11079,3032.7955133739924
322,268,122972,773.5327039011514
323,268,11817,3395.3965189792902
324,268,16439,3395.3965189792902
325,268,139683,2067.2564154161346
326,268,72024,773.5327039011514
327,268,58953,1963.570017201797
328,268,132094,773.5327039011514
329,268,9302,3395.3965189792902
330,268,38651,773.5327039011514
331,268,41283,2067.2564154161346
332,268,63251,1963.570017201797
333,268,49234,1963.570017201797
334,268,95619,773.5327039011514
335,268,43232,2067.2564154161346
336,268,28778,773.5327039011514
337,268,135844,3395.3965189792902
338,268,11014,2067.2564154161346
339,268,58897,1963.570017201797
340,268,138898,773.5327039011514
341,268,63427,2067.2564154161346
342,268,58636,1963.570017201797
343,268,63399,2067.2564154161346
344,268,58171,773.5327039011514
345,268,16309,3395.3965189792902
346,268,129957,773.5327039011514
347,268,17756,3395.3965189792902
348,268,77703,3395.3965189792902
349,268,128596,1963.570017201797
350,268,115696,3032.7955133739924
351,268,27944,773.5327039011514
352,268,120173,2067.2564154161346
353,268,119506,2067.2564154161346
354,268,135621,3395.3965189792902
355,268,30932,773.5327039011514
356,268,33542,773.5327039011514
357,268,80561,3395.3965189792902
358,268,48522,1963.570017201797
359,268,110425,3395.3965189792902
360,268,128762,1963.570017201797
361,268,25738,3395.3965189792902
362,268,123008,773.5327039011514
363,268,153657,773.5327039011514
364,268,3759,3395.3965189792902
365,268,18223,3395.3965189792902
366,268,128191,3032.7955133739924
367,268,16215,3395.3965189792902
368,268,46534,773.5327039011514
369,268,42600,3395.3965189792902
370,268,16150,3395.3965189792902
371,268,91295,773.5327039011514
372,268,135012,1963.570017201797
373,268,58252,773.5327039011514
374,268,1171,773.5327039011514
375,268,9326,3395.3965189792902
376,268,10766,2067.2564154161346
377,268,69265,773.5327039011514
378,268,56477,2067.2564154161346
379,268,77626,3395.3965189792902
380,268,111570,773.5327039011514
381,268,42092,3395.3965189792902
382,268,34076,2067.2564154161346
383,268,93630,2067.2564154161346
384,268,73070,773.5327039011514
385,268,85179,773.5327039011514
386,268,134680,2067.2564154161346
387,268,17183,3395.3965189792902
388,268,108782,3395.3965189792902
389,268,107579,773.5327039011514
390,268,134697,2067.2564154161346
391,268,98201,3395.3965189792902
392,268,61668,3395.3965189792902
393,268,36415,773.5327039011514
394,268,80040,3395.3965189792902
395,268,162,773.5327039011514
396,268,11156,3032.7955133739924
397,268,86156,2067.2564154161346
398,268,18747,3395.3965189792902
399,268,128560,1963.570017201797
400,333,66199,2994.5568857950125
401,333,138684,3032.7955133739924
402,333,119559,3395.3965189792902
403,333,98160,2067.2564154161346
404,333,101179,2067.2564154161346
405,333,139584,3060.7638328963885
406,333,63769,3395.3965189792902
407,333,29011,2994.5568857950125
408,333,131085,3060.7638328963885
409,333,87768,3060.7638328963885
410,333,134827,3060.7638328963885
411,333,1378,3032.7955133739924
412,333,103505,3395.3965189792902
413,333,90544,2994.5568857950125
414,333,38760,2067.2564154161346
415,333,109249,3032.7955133739924
416,333,6407,3395.3965189792902
417,333,47296,2067.2564154161346
418,333,19932,2067.2564154161346
419,333,6419,3395.3965189792902
420,333,127996,2067.2564154161346
421,333,146246,2994.5568857950125
422,333,31289,3060.7638328963885
423,333,101244,2067.2564154161346
424,333,107490,3060.7638328963885
425,333,125317,3060.7638328963885
426,333,25584,2067.2564154161346
427,333,4120,2067.2564154161346
428,333,63455,3060.7638328963885
429,333,128343,2994.5568857950125
430,333,12699,3060.7638328963885
431,333,119311,2067.2564154161346
432,333,54300,2067.2564154161346
433,333,134189,3423.3648385016872
434,333,25750,2067.2564154161346
435,333,90456,2994.5568857950125
436,333,8404,2067.2564154161346
437,333,41408,3395.3965189792902
438,333,115039,2994.5568857950125
439,333,85114,3060.7638328963885
440,333,103688,2067.2564154161346
441,333,87379,3032.7955133739924
442,333,2442,2067.2564154161346
443,333,17797,2067.2564154161346
444,333,23967,2067.2564154161346
445,333,49303,3423.3648385016872
446,333,143781,3395.3965189792902
447,333,47366,3032.7955133739924
448,333,95315,3060.7638328963885
449,333,15596,2067.2564154161346
450,333,149441,3395.3965189792902
451,333,18343,2067.2564154161346
452,333,699,3395.3965189792902
453,333,1597,3032.7955133739924
454,333,96233,3060.7638328963885
455,333,111271,2067.2564154161346
456,333,25031,2067.2564154161346
457,333,12094,2067.2564154161346
458,333,47941,3423.3648385016872
459,333,132238,3060.7638328963885
460,333,33057,3395.3965189792902
461,333,42873,2067.2564154161346
462,333,36314,3423.3648385016872
463,333,39921,2067.2564154161346
464,333,149676,2067.2564154161346
465,333,26169,2067.2564154161346
466,333,116981,3060.7638328963885
467,333,8245,2067.2564154161346
468,333,80093,2067.2564154161346
469,333,126744,2067.2564154161346
470,333,25620,2067.2564154161346
471,333,55017,2994.5568857950125
472,333,33305,3423.3648385016872
473,333,32187,3032.7955133739924
474,333,24003,2067.2564154161346
475,333,35874,2067.2564154161346
476,333,62667,2067.2564154161346
477,333,15827,2994.5568857950125
478,333,85884,3060.7638328963885
479,333,98230,3423.3648385016872
480,333,143941,2994.5568857950125
481,333,109261,3032.7955133739924
482,333,10311,3395.3965189792902
483,333,9261,2067.2564154161346
484,333,26583,3395.3965189792902
485,333,111130,2994.5568857950125
486,333,142239,3423.3648385016872
487,333,90350,3423.3648385016872
488,333,80276,3423.3648385016872
489,333,70929,3395.3965189792902
490,333,155485,2994.5568857950125
491,333,130768,3423.3648385016872
492,333,9509,2067.2564154161346
493,333,67457,2067.2564154161346
494,333,4067,2067.2564154161346
495,333,70873,3423.3648385016872
496,333,97664,2067.2564154161346
497,333,71741,3060.7638328963885
498,333,32329,3395.3965189792902
499,333,128178,3060.7638328963885
500,333,24186,2067.2564154161346
501,333,10932,2067.2564154161346
502,333,36225,3060.7638328963885
503,333,131950,3060.7638328963885
504,333,5421,2067.2564154161346
505,333,6135,2067.2564154161346
506,333,110320,2067.2564154161346
507,333,38772,2067.2564154161346
508,333,111428,3423.3648385016872
509,333,40015,2067.2564154161346
510,333,95338,2994.5568857950125
511,333,62900,3395.3965189792902
512,333,32547,3060.7638328963885
513,333,77727,2067.2564154161346
514,333,92614,3032.7955133739924
515,333,149253,3423.3648385016872
516,333,36479,2994.5568857950125
517,333,103176,3060.7638328963885
518,333,70370,3032.7955133739924
519,333,3340,2067.2564154161346
520,333,40851,2994.5568857950125
521,333,11079,2067.2564154161346
522,333,122972,3423.3648385016872
523,333,11817,2067.2564154161346
524,333,16439,2067.2564154161346
525,333,139683,3395.3965189792902
526,333,72024,3060.7638328963885
527,333,58953,2994.5568857950125
528,333,132094,3060.7638328963885
529,333,9302,2067.2564154161346
530,333,38651,3060.7638328963885
531,333,41283,3395.3965189792902
532,333,63251,2994.5568857950125
533,333,49234,2994.5568857950125
534,333,95619,3060.7638328963885
535,333,43232,3395.3965189792902
536,333,28778,3060.7638328963885
537,333,135844,2067.2564154161346
538,333,11014,3032.7955133739924
539,333,58897,2994.5568857950125
540,333,138898,3423.3648385016872
541,333,63427,3395.3965189792902
542,333,58636,2994.5568857950125
543,333,63399,3395.3965189792902
544,333,58171,3060.7638328963885
545,333,16309,2067.2564154161346
546,333,129957,3060.7638328963885
547,333,17756,2067.2564154161346
548,333,77703,2067.2564154161346
549,333,128596,2994.5568857950125
550,333,115696,2067.2564154161346
551,333,27944,3423.3648385016872
552,333,120173,3032.7955133739924
553,333,119506,3395.3965189792902
554,333,135621,2067.2564154161346
555,333,30932,3060.7638328963885
556,333,33542,3423.3648385016872
557,333,80561,2067.2564154161346
558,333,48522,2994.5568857950125
559,333,110425,2067.2564154161346
560,333,128762,2994.5568857950125
561,333,25738,2067.2564154161346
562,333,123008,3423.3648385016872
563,333,153657,3423.3648385016872
564,333,3759,2067.2564154161346
565,333,18223,2067.2564154161346
566,333,128191,2067.2564154161346
567,333,16215,2067.2564154161346
568,333,46534,3423.3648385016872
569,333,42600,2067.2564154161346
570,333,16150,2067.2564154161346
571,333,91295,3423.3648385016872
572,333,135012,2994.5568857950125
573,333,58252,3060.7638328963885
574,333,1171,3060.7638328963885
575,333,9326,2067.2564154161346
576,333,10766,3032.7955133739924
577,333,69265,3423.3648385016872
578,333,56477,3032.7955133739924
579,333,77626,2067.2564154161346
580,333,111570,3423.3648385016872
581,333,42092,2067.2564154161346
582,333,34076,3395.3965189792902
583,333,93630,3032.7955133739924
584,333,73070,3423.3648385016872
585,333,85179,3060.7638328963885
586,333,134680,3032.7955133739924
587,333,17183,2067.2564154161346
588,333,108782,2067.2564154161346
589,333,107579,3060.7638328963885
590,333,134697,3395.3965189792902
591,333,98201,2067.2564154161346
592,333,61668,2067.2564154161346
593,333,36415,3423.3648385016872
594,333,80040,2067.2564154161346
595,333,162,3060.7638328963885
596,333,11156,2067.2564154161346
597,333,86156,3032.7955133739924
598,333,18747,2067.2564154161346
599,333,128560,2994.5568857950125
600,398,66199,1963.570017201797
601,398,138684,2067.2564154161346
602,398,119559,2067.2564154161346
603,398,98160,3032.7955133739924
604,398,101179,3395.3965189792902
605,398,139584,773.5327039011514
606,398,63769,2067.2564154161346
607,398,29011,1963.570017201797
608,398,131085,773.5327039011514
609,398,87768,773.5327039011514
610,398,134827,773.5327039011514
611,398,1378,2067.2564154161346
612,398,103505,2067.2564154161346
613,398,90544,1963.570017201797
614,398,38760,3032.7955133739924
615,398,109249,2067.2564154161346
616,398,6407,2067.2564154161346
617,398,47296,3032.7955133739924
618,398,19932,3032.7955133739924
619,398,6419,2067.2564154161346
620,398,127996,3032.7955133739924
621,398,146246,1963.570017201797
622,398,31289,773.5327039011514
623,398,101244,3032.7955133739924
624,398,107490,773.5327039011514
625,398,125317,773.5327039011514
626,398,25584,3032.7955133739924
627,398,4120,3395.3965189792902
628,398,63455,773.5327039011514
629,398,128343,1963.570017201797
630,398,12699,773.5327039011514
631,398,119311,3032.7955133739924
632,398,54300,3032.7955133739924
633,398,134189,773.5327039011514
634,398,25750,3032.7955133739924
635,398,90456,1963.570017201797
636,398,8404,3032.7955133739924
637,398,41408,2067.2564154161346
638,398,115039,1963.570017201797
639,398,85114,773.5327039011514
640,398,103688,3032.7955133739924
641,398,87379,2067.2564154161346
642,398,2442,3395.3965189792902
643,398,17797,3032.7955133739924
644,398,23967,3032.7955133739924
645,398,49303,773.5327039011514
646,398,143781,2067.2564154161346
647,398,47366,2067.2564154161346
648,398,95315,773.5327039011514
649,398,15596,3395.3965189792902
650,398,149441,2067.2564154161346
651,398,18343,3032.7955133739924
652,398,699,2067.2564154161346
653,398,1597,2067.2564154161346
654,398,96233,773.5327039011514
655,398,111271,3032.7955133739924
656,398,25031,3032.7955133739924
657,398,12094,3032.7955133739924
658,398,47941,773.5327039011514
659,398,132238,773.5327039011514
660,398,33057,2067.2564154161346
661,398,42873,3032.7955133739924
662,398,36314,773.5327039011514
663,398,39921,3395.3965189792902
664,398,149676,3032.7955133739924
665,398,26169,3395.3965189792902
666,398,116981,773.5327039011514
667,398,8245,3032.7955133739924
668,398,80093,3032.7955133739924
669,398,126744,3032.7955133739924
670,398,25620,3032.7955133739924
671,398,55017,1963.570017201797
672,398,33305,773.5327039011514
673,398,32187,2067.2564154161346
674,398,24003,3032.7955133739924
675,398,35874,3032.7955133739924
676,398,62667,3032.7955133739924
677,398,15827,1963.570017201797
678,398,85884,773.5327039011514
679,398,98230,773.5327039011514
680,398,143941,1963.570017201797
681,398,109261,2067.2564154161346
682,398,10311,2067.2564154161346
683,398,9261,3032.7955133739924
684,398,26583,2067.2564154161346
685,398,111130,1963.570017201797
686,398,142239,773.5327039011514
687,398,90350,773.5327039011514
688,398,80276,773.5327039011514
689,398,70929,2067.2564154161346
690,398,155485,1963.570017201797
691,398,130768,773.5327039011514
692,398,9509,3032.7955133739924
693,398,67457,3032.7955133739924
694,398,4067,3395.3965189792902
695,398,70873,773.5327039011514
696,398,97664,3395.3965189792902
697,398,71741,773.5327039011514
698,398,32329,2067.2564154161346
699,398,128178,773.5327039011514
700,398,24186,3032.7955133739924
701,398,10932,3032.7955133739924
702,398,36225,773.5327039011514
703,398,131950,773.5327039011514
704,398,5421,3032.7955133739924
705,398,6135,3032.7955133739924
706,398,110320,3395.3965189792902
707,398,38772,3032.7955133739924
708,398,111428,773.5327039011514
709,398,40015,3395.3965189792902
710,398,95338,1963.570017201797
711,398,62900,2067.2564154161346
712,398,32547,773.5327039011514
713,398,77727,3032.7955133739924
714,398,92614,2067.2564154161346
715,398,149253,773.5327039011514
716,398,36479,1963.570017201797
717,398,103176,773.5327039011514
718,398,70370,2067.2564154161346
719,398,3340,3395.3965189792902
720,398,40851,1963.570017201797
721,398,11079,3395.3965189792902
722,398,122972,773.5327039011514
723,398,11817,3032.7955133739924
724,398,16439,3032.7955133739924
725,398,139683,2067.2564154161346
726,398,72024,773.5327039011514
727,398,58953,1963.570017201797
728,398,132094,773.5327039011514
729,398,9302,3032.7955133739924
730,398,38651,773.5327039011514
731,398,41283,2067.2564154161346
732,398,63251,1963.570017201797
733,398,49234,1963.570017201797
734,398,95619,773.5327039011514
735,398,43232,2067.2564154161346
736,398,28778,773.5327039011514
737,398,135844,3032.7955133739924
738,398,11014,2067.2564154161346
739,398,58897,1963.570017201797
740,398,138898,773.5327039011514
741,398,63427,2067.2564154161346
742,398,58636,1963.570017201797
743,398,63399,2067.2564154161346
744,398,58171,773.5327039011514
745,398,16309,3032.7955133739924
746,398,129957,773.5327039011514
747,398,17756,3032.7955133739924
748,398,77703,3032.7955133739924
749,398,128596,1963.570017201797
750,398,115696,3395.3965189792902
751,398,27944,773.5327039011514
752,398,120173,2067.2564154161346
753,398,119506,2067.2564154161346
754,398,135621,3032.7955133739924
755,398,30932,773.5327039011514
756,398,33542,773.5327039011514
757,398,80561,3032.7955133739924
758,398,48522,1963.570017201797
759,398,110425,3032.7955133739924
760,398,128762,1963.570017201797
761,398,25738,3032.7955133739924
762,398,123008,773.5327039011514
763,398,153657,773.5327039011514
764,398,3759,3032.7955133739924
765,398,18223,3032.7955133739924
766,398,128191,3395.3965189792902
767,398,16215,3032.7955133739924
768,398,46534,773.5327039011514
769,398,42600,3032.7955133739924
770,398,16150,3032.7955133739924
771,398,91295,773.5327039011514
772,398,135012,1963.570017201797
773,398,58252,773.5327039011514
774,398,1171,773.5327039011514
775,398,9326,3032.7955133739924
776,398,10766,2067.2564154161346
777,398,69265,773.5327039011514
778,398,56477,2067.2564154161346
779,398,77626,3032.7955133739924
780,398,111570,773.5327039011514
781,398,42092,3032.7955133739924
782,398,34076,2067.2564154161346
783,398,93630,2067.2564154161346
784,398,73070,773.5327039011514
785,398,85179,773.5327039011514
786,398,134680,2067.2564154161346
787,398,17183,3032.7955133739924
788,398,108782,3032.7955133739924
789,398,107579,773.5327039011514
790,398,134697,2067.2564154161346
791,398,98201,3032.7955133739924
792,398,61668,3032.7955133739924
793,398,36415,773.5327039011514
794,398,80040,3032.7955133739924
795,398,162,773.5327039011514
796,398,11156,3395.3965189792902
797,398,86156,2067.2564154161346
798,398,18747,3032.7955133739924
799,398,128560,1963.570017201797
800,463,66199,2994.5568857950125
801,463,138684,3032.7955133739924
802,463,119559,3395.3965189792902
803,463,98160,2067.2564154161346
804,463,101179,2067.2564154161346
805,463,139584,3060.7638328963885
806,463,63769,3395.3965189792902
807,463,29011,2994.5568857950125
808,463,131085,3060.7638328963885
809,463,87768,3060.7638328963885
810,463,134827,3060.7638328963885
811,463,1378,3032.7955133739924
812,463,103505,3395.3965189792902
813,463,90544,2994.5568857950125
814,463,38760,2067.2564154161346
815,463,109249,3032.7955133739924
816,463,6407,3395.3965189792902
817,463,47296,2067.2564154161346
818,463,19932,2067.2564154161346
819,463,6419,3395.3965189792902
820,463,127996,2067.2564154161346
821,463,146246,2994.5568857950125
822,463,31289,3060.7638328963885
823,463,101244,2067.2564154161346
824,463,107490,3060.7638328963885
825,463,125317,3060.7638328963885
826,463,25584,2067.2564154161346
827,463,4120,2067.2564154161346
828,463,63455,3060.7638328963885
829,463,128343,2994.5568857950125
830,463,12699,3060.7638328963885
831,463,119311,2067.2564154161346
832,463,54300,2067.2564154161346
833,463,134189,3423.3648385016872
834,463,25750,2067.2564154161346
835,463,90456,2994.5568857950125
836,463,8404,2067.2564154161346
837,463,41408,3395.3965189792902
838,463,115039,2994.5568857950125
839,463,85114,3060.7638328963885
840,463,103688,2067.2564154161346
841,463,87379,3032.7955133739924
842,463,2442,2067.2564154161346
843,463,17797,2067.2564154161346
844,463,23967,2067.2564154161346
845,463,49303,3423.3648385016872
846,463,143781,3395.3965189792902
847,463,47366,3032.7955133739924
848,463,95315,3060.7638328963885
849,463,15596,2067.2564154161346
850,463,149441,3395.3965189792902
851,463,18343,2067.2564154161346
852,463,699,3395.3965189792902
853,463,1597,3032.7955133739924
854,463,96233,3060.7638328963885
855,463,111271,2067.2564154161346
856,463,25031,2067.2564154161346
857,463,12094,2067.2564154161346
858,463,47941,3423.3648385016872
859,463,132238,3060.7638328963885
860,463,33057,3395.3965189792902
861,463,42873,2067.2564154161346
862,463,36314,3423.3648385016872
863,463,39921,2067.2564154161346
864,463,149676,2067.2564154161346
865,463,26169,2067.2564154161346
866,463,116981,3060.7638328963885
867,463,8245,2067.2564154161346
868,463,80093,2067.2564154161346
869,463,126744,2067.2564154161346
870,463,25620,2067.2564154161346
871,463,55017,2994.5568857950125
872,463,33305,3423.3648385016872
873,463,32187,3032.7955133739924
874,463,24003,2067.2564154161346
875,463,35874,2067.2564154161346
876,463,62667,2067.2564154161346
877,463,15827,2994.5568857950125
878,463,85884,3060.7638328963885
879,463,98230,3423.3648385016872
880,463,143941,2994.5568857950125
881,463,109261,3032.7955133739924
882,463,10311,3395.3965189792902
883,463,9261,2067.2564154161346
884,463,26583,3395.3965189792902
885,463,111130,2994.5568857950125
886,463,142239,3423.3648385016872
887,463,90350,3423.3648385016872
