,RD_index,TD_index,Predicted
0,2023407,1018520,4361.005860682282
1,2023407,1018526,4576.639775169747
2,2023407,1018527,4065.4461029165286
3,2023407,1018528,4065.4461029165286
4,2023407,1018563,3800.828037191672
5,2023407,1018564,4067.033164353012
6,2023407,1018586,1151.4452662693568
7,2023407,1018591,4576.639775169747
8,2023407,1018597,4101.9980796110885
9,2023407,1018602,4199.314430435395
10,2023407,1018787,3703.511686367365
11,2023407,1018788,3703.511686367365
12,2023407,1018810,3800.828037191672
13,2023407,1018817,4576.639775169747
14,2023407,1018819,4397.5578373768385
15,2023407,1018820,4263.6895098579735
16,2023407,1018896,4494.874188201146
17,2023407,1018913,1054.1289154450515
18,2023407,1018934,4494.874188201146
19,2023407,1018936,1367.0791807568226
20,2023407,1018937,1151.4452662693568
21,2023407,1019006,1151.4452662693568
22,2023407,1019013,1367.0791807568226
23,2023407,1019020,3703.511686367365
24,2023407,1019021,3703.511686367365
25,2023407,1019028,3703.511686367365
26,2023407,1019058,4397.5578373768385
27,2023407,1019059,4065.4461029165286
28,2023407,1019060,4199.314430435395
29,2023407,1019061,4397.5578373768385
30,2023407,1019098,4397.5578373768385
31,2023407,1019118,3703.511686367365
32,2023407,1019126,3703.511686367365
33,2023407,1019143,4282.66707884048
34,2023407,1019162,4199.314430435395
35,2023407,1019163,4199.314430435395
36,2023407,1019185,1151.4452662693568
37,2023407,1019223,4576.639775169747
38,2023407,1019224,4416.535406359345
39,2023407,1019260,857.4725699400924
40,2023407,1019261,4067.033164353012
41,2023407,1019262,3703.511686367365
42,2023407,1019304,3666.959709672808
43,2023407,1019305,3666.959709672808
44,2023407,1019320,3800.828037191672
45,2023407,1019326,758.5691576793031
46,2023407,1019327,758.5691576793031
47,2023407,1019331,4494.874188201146
48,2023407,1019332,4494.874188201146
49,2023407,1019333,4494.874188201146
50,2023407,1019334,4494.874188201146
51,2023407,1019335,1151.4452662693568
52,2023407,1019337,4710.50810268861
53,2023407,1019338,4710.50810268861
54,2023407,1019340,3703.511686367365
55,2023407,1019343,4361.005860682282
56,2023407,1019345,4710.50810268861
57,2023407,1019349,4576.639775169747
58,2023407,1019437,1151.4452662693568
59,2023407,1019438,1151.4452662693568
60,2023407,1019439,1151.4452662693568
61,2023407,1019440,4710.50810268861
62,2023407,1019488,4710.50810268861
63,2023407,1019490,4361.005860682282
64,2023407,1019491,1151.4452662693568
65,2023407,1019501,4397.5578373768385
66,2023407,1019504,4494.874188201146
67,2023407,1019505,4494.874188201146
68,2023407,1019512,4199.314430435395
69,2023407,1019513,4199.314430435395
70,2023407,1019538,4416.535406359345
71,2023407,1019558,4710.50810268861
72,2023407,1019559,1367.0791807568226
73,2023407,1019560,4576.639775169747
74,2023407,1019574,855.8855085036091
75,2023407,1019578,4065.4461029165286
76,2023407,1019594,4199.314430435395
77,2023407,1019595,4199.314430435395
78,2023407,1019607,4361.005860682282
79,2023407,1019620,4065.4461029165286
80,2023407,1019625,4576.639775169747
81,2023407,1019641,4479.323424345438
82,2023407,1019667,4397.5578373768385
83,2023407,1019668,4101.9980796110885
84,2023407,1019677,4065.4461029165286
85,2023407,1019679,4710.50810268861
86,2023407,1019680,4710.50810268861
87,2023407,1019681,4710.50810268861
88,2023407,1019687,4576.639775169747
89,2023407,1019700,4096.3877949574235
90,2023407,1019701,4096.3877949574235
91,2023407,1019702,4096.3877949574235
92,2023407,1019703,4096.3877949574235
93,2023407,1019713,4096.3877949574235
94,2023407,1019720,4710.50810268861
95,2023407,1019721,4576.639775169747
96,2023407,1019722,4710.50810268861
97,2023407,1019728,3703.511686367365
98,2023407,1019746,857.4725699400924
99,2023407,1019747,857.4725699400924
100,2023407,1019753,1054.1289154450515
101,2023407,1019766,4494.874188201146
102,2023407,1019767,4494.874188201146
103,2023407,1019770,4067.033164353012
104,2023407,1019781,1151.4452662693568
105,2023407,1019843,1054.1289154450515
106,2023407,1019844,4263.6895098579735
107,2023407,1019845,1054.1289154450515
108,2023407,1019846,1054.1289154450515
109,2023407,1019869,4397.5578373768385
110,2023407,1019870,4397.5578373768385
111,2023407,1019872,4397.5578373768385
112,2023407,1019873,4397.5578373768385
113,2023407,1019880,1151.4452662693568
114,2023407,1019881,1151.4452662693568
115,2023407,1019882,1151.4452662693568
116,2023407,1019884,4710.50810268861
117,2023407,1019886,4200.901491871878
118,2023407,1019887,4200.901491871878
119,2023407,1019893,4710.50810268861
120,2023407,1019916,4361.005860682282
121,2023407,1019923,4101.9980796110885
122,2023407,1019924,4101.9980796110885
123,2023407,1019925,4613.191751864302
124,2023407,1019935,4397.5578373768385
125,2023407,1019936,4397.5578373768385
126,2023407,1019938,4494.874188201146
127,2023407,1019939,4361.005860682282
128,2023407,1019941,4494.874188201146
129,2023407,1019947,4710.50810268861
130,2023407,1019981,4282.66707884048
131,2023407,1020000,4613.191751864302
132,2023407,1020003,4613.191751864302
133,2023407,1020009,3666.959709672808
134,2023407,1020010,3666.959709672808
135,2023407,1020011,3666.959709672808
136,2023407,1020012,3666.959709672808
