,RD_index,TD_index,Predicted
0,1019667,1018788,23.845569620253166
1,1019667,1018820,130.9095306144883
2,1019667,1019331,117.65023644961805
3,1019667,1019340,23.845569620253166
4,1019667,1020146,130.9095306144883
5,1019667,1020203,117.65023644961805
6,1019667,1020223,77.6391350584899
7,1019667,1020546,70.44065206316861
8,1019667,1020634,128.00086311065078
9,1019667,1020724,77.6391350584899
10,1019667,1020779,117.65023644961805
11,1019667,1021335,117.65023644961805
12,1019667,1021451,77.6391350584899
13,1019667,1021464,128.00086311065078
14,1019667,1103111,130.9095306144883
15,1019667,1103147,130.9095306144883
16,1019667,1103264,130.9095306144883
17,1019667,1103274,130.9095306144883
18,1019667,1103284,117.65023644961805
19,1019667,1103613,128.00086311065078
20,1019667,1103665,130.9095306144883
21,1019667,1103785,128.00086311065078
22,1019667,2000120,128.00086311065078
23,1019667,2001557,130.9095306144883
24,1019667,2001824,77.6391350584899
25,1019667,2002049,128.00086311065078
26,1019667,2002054,130.9095306144883
27,1019667,2002104,77.6391350584899
28,1019667,2004013,117.65023644961805
29,1019667,2005195,23.845569620253166
30,1019667,2005483,130.9095306144883
31,1019667,2006621,23.845569620253166
32,1019667,2007284,77.6391350584899
33,1019667,2007334,77.6391350584899
34,1019667,2007525,117.65023644961805
35,1019667,2007973,77.6391350584899
36,1019667,2008338,82.51173256187721
37,1019667,2008864,117.65023644961805
38,1019667,2009152,130.9095306144883
39,1019667,2009471,130.9095306144883
40,1019667,2009575,77.6391350584899
41,1019667,2009576,128.00086311065078
42,1019667,2009628,128.00086311065078
43,1019667,2009898,77.6391350584899
44,1019667,2009923,130.9095306144883
45,1019667,2010010,130.9095306144883
46,1019667,2010021,77.6391350584899
47,1019667,2010094,23.845569620253166
48,1019667,2010286,117.65023644961805
49,1019667,2010436,130.9095306144883
50,1019667,2010889,77.6391350584899
51,1019667,2011203,128.00086311065078
52,1019667,2011204,77.6391350584899
53,1019667,2011230,117.65023644961805
54,1019667,2011237,128.00086311065078
55,1019667,2011269,130.9095306144883
56,1019667,2011300,130.9095306144883
57,1019667,2011494,117.65023644961805
58,1019667,2011497,117.65023644961805
59,1019667,2011777,77.6391350584899
60,1019667,2012096,130.9095306144883
61,1019667,2012176,77.6391350584899
62,1019667,2012212,117.65023644961805
63,1019667,2012218,130.9095306144883
64,1019667,2012220,117.65023644961805
65,1019667,2012236,130.9095306144883
66,1019667,2012359,130.9095306144883
67,1019667,2012603,23.845569620253166
68,1019667,2012702,77.6391350584899
69,1019667,2012760,77.6391350584899
70,1019667,2013012,77.6391350584899
71,1019667,2013072,128.00086311065078
72,1019667,2013138,130.9095306144883
73,1019667,2013180,82.51173256187721
74,1019667,2013323,117.65023644961805
75,1019667,2013474,77.6391350584899
76,1019667,2013479,130.9095306144883
77,1019667,2013484,130.9095306144883
