,RD_index,TD_index,new_Predicted
0,1021026,1018788,70.44065206316861
1,1021026,1018819,128.00086311065078
2,1021026,1018937,77.6391350584899
3,1021026,1019304,82.51173256187721
4,1021026,1019668,128.00086311065078
5,1021026,1019720,130.9095306144883
6,1021026,1020281,128.00086311065078
7,1021026,1020402,117.65023644961805
8,1021026,1020666,128.00086311065078
9,1021026,1021282,130.9095306144883
10,1021026,1103134,77.6391350584899
11,1021026,1103147,77.6391350584899
12,1021026,1103152,23.845569620253166
13,1021026,1103164,82.51173256187721
14,1021026,1103182,77.6391350584899
15,1021026,1103195,82.51173256187721
16,1021026,1103217,77.6391350584899
17,1021026,1103280,128.00086311065078
18,1021026,1103638,130.9095306144883
19,1021026,2000643,77.6391350584899
20,1021026,2002086,117.65023644961805
21,1021026,2004176,128.00086311065078
22,1021026,2004816,128.00086311065078
23,1021026,2004858,128.00086311065078
24,1021026,2004885,128.00086311065078
25,1021026,2005156,128.00086311065078
26,1021026,2005504,128.00086311065078
27,1021026,2006373,130.9095306144883
28,1021026,2006883,117.65023644961805
29,1021026,2007532,128.00086311065078
30,1021026,2008291,130.9095306144883
31,1021026,2008295,128.00086311065078
32,1021026,2008450,128.00086311065078
33,1021026,2008878,128.00086311065078
34,1021026,2008998,130.9095306144883
35,1021026,2009116,117.65023644961805
36,1021026,2009447,77.6391350584899
37,1021026,2009511,130.9095306144883
38,1021026,2009512,130.9095306144883
39,1021026,2009625,130.9095306144883
40,1021026,2009738,130.9095306144883
41,1021026,2009897,130.9095306144883
42,1021026,2010248,130.9095306144883
43,1021026,2010297,70.44065206316861
44,1021026,2010505,70.44065206316861
45,1021026,2010528,130.9095306144883
46,1021026,2010534,130.9095306144883
47,1021026,2010572,130.9095306144883
48,1021026,2010720,130.9095306144883
49,1021026,2011118,130.9095306144883
50,1021026,2011207,130.9095306144883
51,1021026,2011214,130.9095306144883
52,1021026,2011220,130.9095306144883
53,1021026,2011247,130.9095306144883
54,1021026,2011257,130.9095306144883
55,1021026,2011299,77.6391350584899
56,1021026,2011493,128.00086311065078
57,1021026,2011674,77.6391350584899
58,1021026,2011749,128.00086311065078
59,1021026,2011868,130.9095306144883
60,1021026,2012096,77.6391350584899
61,1021026,2012128,130.9095306144883
62,1021026,2012224,128.00086311065078
63,1021026,2012226,77.6391350584899
64,1021026,2012240,77.6391350584899
65,1021026,2012243,77.6391350584899
66,1021026,2012493,128.00086311065078
67,1021026,2012669,128.00086311065078
68,1021026,2012687,130.9095306144883
69,1021026,2012707,130.9095306144883
70,1021026,2012774,117.65023644961805
71,1021026,2012780,130.9095306144883
72,1021026,2012868,77.6391350584899
73,1021026,2013111,128.00086311065078
74,1021026,2013112,128.00086311065078
75,1021026,2013128,128.00086311065078
76,1021026,2013131,128.00086311065078
77,1021026,2013187,82.51173256187721
78,1021026,2013200,82.51173256187721
79,1021026,2013479,128.00086311065078
80,1021026,2013485,128.00086311065078
81,1021026,2013680,130.9095306144883
82,1021026,2013706,128.00086311065078
83,1021026,2013751,128.00086311065078
84,1021026,2013773,130.9095306144883
85,1021026,2013774,130.9095306144883
86,1021026,2013829,130.9095306144883
87,1021026,2013830,130.9095306144883
88,1021026,2013831,130.9095306144883
89,1021026,2013868,128.00086311065078
90,1021026,2013913,130.9095306144883
91,1021026,2013951,128.00086311065078
92,1021026,2014043,130.9095306144883
93,1021026,2014055,130.9095306144883
94,1021026,2014067,128.00086311065078
95,1021026,2014123,130.9095306144883
96,1021026,2014134,130.9095306144883
97,1021026,2014201,130.9095306144883
98,1021026,2014293,128.00086311065078
99,1021026,2014361,128.00086311065078
100,1021026,2014440,130.9095306144883
101,1021026,2014460,117.65023644961805
102,1021026,2014521,130.9095306144883
103,1021026,2014578,130.9095306144883
104,1021026,2014592,128.00086311065078
105,1021026,2014676,130.9095306144883
106,1021026,2014906,130.9095306144883
107,1021026,2015059,128.00086311065078
108,1021026,2015077,130.9095306144883
109,1021026,2015103,128.00086311065078
110,1021026,2015104,130.9095306144883
111,1021026,2015183,130.9095306144883
112,1021026,2015208,82.51173256187721
113,1021026,2015254,130.9095306144883
114,1021026,2015263,82.51173256187721
115,1021026,2015323,130.9095306144883
116,1021026,2015402,130.9095306144883
117,1021026,2015417,77.6391350584899
118,1021026,2015431,77.6391350584899
119,1021026,2015512,128.00086311065078
120,1021026,2015573,77.6391350584899
121,1021026,2015600,77.6391350584899
122,1021026,2015605,130.9095306144883
123,1021026,2015636,128.00086311065078
124,1021026,2015875,128.00086311065078
125,1021026,2016024,77.6391350584899
126,1021026,2016032,128.00086311065078
127,1021026,2016063,70.44065206316861
128,1021026,2018474,130.9095306144883
129,1021026,2018552,130.9095306144883
130,1021026,2018854,128.00086311065078
131,1021026,2018871,128.00086311065078
132,1021026,2019779,130.9095306144883
133,1021026,2020772,128.00086311065078
134,1021026,2020836,130.9095306144883
135,1021026,2020844,130.9095306144883
136,1021026,2020914,130.9095306144883
137,1021026,2020915,130.9095306144883
138,1021026,2021034,130.9095306144883
139,1021026,2021145,130.9095306144883
140,1021026,2021288,128.00086311065078
141,1021026,2021648,128.00086311065078
142,1021026,2021656,130.9095306144883
143,1021026,2021721,130.9095306144883
144,1021026,2021836,128.00086311065078
145,1021026,2022353,77.6391350584899
146,1021026,2022649,130.9095306144883
147,1021026,2022719,82.51173256187721
148,1021026,2023424,128.00086311065078
149,1021026,2023585,128.00086311065078
150,1021026,2023600,128.00086311065078
151,1021026,2024354,128.00086311065078
152,1021026,2025319,128.00086311065078
153,1021026,2025525,128.00086311065078
154,1021026,2025606,130.9095306144883
155,1021026,2025722,130.9095306144883
156,1021026,2102949,23.845569620253166
157,1021026,2103233,130.9095306144883
158,1021026,1000138,117.65023644961805
159,1021026,1000365,130.9095306144883
160,1021026,1000530,128.00086311065078
161,1021026,1000876,117.65023644961805
162,1021026,1000925,117.65023644961805
163,1021026,1001043,117.65023644961805
164,1021026,1001306,117.65023644961805
165,1021026,1001340,130.9095306144883
166,1021026,1001539,77.6391350584899
167,1021026,1001628,128.00086311065078
168,1021026,1002100,77.6391350584899
169,1021026,1002489,128.00086311065078
170,1021026,1002663,128.00086311065078
171,1021026,1002754,77.6391350584899
172,1021026,1002767,77.6391350584899
173,1021026,1002852,130.9095306144883
174,1021026,1003454,130.9095306144883
175,1021026,1003703,70.44065206316861
176,1021026,1003886,130.9095306144883
177,1021026,1004129,128.00086311065078
178,1021026,1004153,117.65023644961805
179,1021026,1004494,128.00086311065078
180,1021026,1005374,77.6391350584899
181,1021026,1005375,77.6391350584899
182,1021026,1005628,77.6391350584899
183,1021026,1006105,128.00086311065078
184,1021026,1006114,117.65023644961805
185,1021026,1006141,130.9095306144883
186,1021026,1006225,82.51173256187721
187,1021026,1006228,23.845569620253166
188,1021026,1006230,23.845569620253166
189,1021026,1006241,82.51173256187721
190,1021026,1006253,23.845569620253166
191,1021026,1006719,130.9095306144883
192,1021026,1006720,77.6391350584899
193,1021026,1006880,77.6391350584899
194,1021026,1007339,128.00086311065078
195,1021026,1007340,128.00086311065078
196,1021026,1007380,130.9095306144883
197,1021026,1007705,117.65023644961805
198,1021026,1009482,77.6391350584899
199,1021026,1009583,128.00086311065078
200,1021026,1009611,128.00086311065078
201,1021026,1009860,130.9095306144883
202,1021026,1010120,128.00086311065078
203,1021026,1010372,128.00086311065078
204,1021026,1010401,130.9095306144883
205,1021026,1010428,128.00086311065078
206,1021026,1011081,130.9095306144883
207,1021026,1011108,77.6391350584899
208,1021026,1011450,128.00086311065078
209,1021026,1011561,128.00086311065078
210,1021026,1011909,70.44065206316861
211,1021026,1011917,130.9095306144883
212,1021026,1011943,128.00086311065078
213,1021026,1012025,77.6391350584899
214,1021026,1012208,117.65023644961805
215,1021026,1012211,77.6391350584899
216,1021026,1012253,130.9095306144883
217,1021026,1012327,130.9095306144883
218,1021026,1012329,130.9095306144883
219,1021026,1012340,128.00086311065078
220,1021026,1012694,77.6391350584899
221,1021026,1013225,70.44065206316861
222,1021026,1013258,130.9095306144883
223,1021026,1013269,128.00086311065078
224,1021026,1013275,130.9095306144883
225,1021026,1013299,82.51173256187721
226,1021026,1013393,130.9095306144883
227,1021026,1013396,128.00086311065078
228,1021026,1013397,128.00086311065078
229,1021026,1013448,128.00086311065078
230,1021026,1014249,77.6391350584899
231,1021026,1014257,128.00086311065078
232,1021026,1014528,130.9095306144883
233,1021026,1014566,130.9095306144883
234,1021026,1014583,70.44065206316861
235,1021026,1014789,77.6391350584899
236,1021026,1014813,128.00086311065078
237,1021026,1014846,77.6391350584899
238,1021026,1014860,77.6391350584899
239,1021026,1014862,77.6391350584899
240,1021026,1014865,128.00086311065078
241,1021026,1014866,128.00086311065078
242,1021026,1014879,117.65023644961805
243,1021026,1014889,130.9095306144883
244,1021026,1014911,128.00086311065078
245,1021026,1014918,128.00086311065078
246,1021026,1015134,130.9095306144883
247,1021026,1015239,130.9095306144883
248,1021026,1015289,77.6391350584899
249,1021026,1015352,117.65023644961805
250,1021026,1015711,117.65023644961805
251,1021026,1015712,117.65023644961805
252,1021026,1015724,77.6391350584899
253,1021026,1015758,128.00086311065078
254,1021026,1015759,77.6391350584899
255,1021026,1015768,77.6391350584899
256,1021026,1015774,77.6391350584899
257,1021026,1015824,130.9095306144883
258,1021026,1015925,130.9095306144883
259,1021026,1016037,128.00086311065078
260,1021026,1016211,77.6391350584899
261,1021026,1016347,128.00086311065078
262,1021026,1016348,128.00086311065078
263,1021026,1016766,23.845569620253166
264,1021026,1016999,128.00086311065078
265,1021026,1017404,77.6391350584899
266,1021026,1017455,130.9095306144883
267,1021026,1017475,77.6391350584899
268,1021026,1017478,77.6391350584899
269,1021026,1017489,70.44065206316861
270,1021026,1017536,128.00086311065078
271,1021026,1017537,77.6391350584899
272,1021026,1017652,77.6391350584899
273,1021026,1017917,70.44065206316861
274,1021026,1018131,77.6391350584899
275,1021026,1018148,128.00086311065078
276,1021026,1018152,128.00086311065078
277,1021026,1018319,128.00086311065078
278,1021026,1018332,130.9095306144883
279,1021026,1018833,128.00086311065078
280,1021026,1018951,128.00086311065078
281,1021026,1018957,130.9095306144883
282,1021026,1019017,117.65023644961805
283,1021026,1019186,130.9095306144883
284,1021026,1019624,130.9095306144883
285,1021059,1018788,23.845569620253166
286,1021059,1018819,77.6391350584899
287,1021059,1018937,128.00086311065078
288,1021059,1019304,82.51173256187721
289,1021059,1019668,77.6391350584899
290,1021059,1019720,117.65023644961805
291,1021059,1020281,77.6391350584899
292,1021059,1020402,130.9095306144883
293,1021059,1020666,77.6391350584899
294,1021059,1021282,117.65023644961805
295,1021059,1103134,128.00086311065078
296,1021059,1103147,128.00086311065078
297,1021059,1103152,82.51173256187721
298,1021059,1103164,23.845569620253166
299,1021059,1103182,128.00086311065078
300,1021059,1103195,82.51173256187721
301,1021059,1103217,128.00086311065078
302,1021059,1103280,128.00086311065078
303,1021059,1103638,117.65023644961805
304,1021059,2000643,128.00086311065078
305,1021059,2002086,130.9095306144883
306,1021059,2004176,77.6391350584899
307,1021059,2004816,128.00086311065078
308,1021059,2004858,128.00086311065078
309,1021059,2004885,128.00086311065078
310,1021059,2005156,128.00086311065078
311,1021059,2005504,77.6391350584899
312,1021059,2006373,130.9095306144883
313,1021059,2006883,130.9095306144883
314,1021059,2007532,77.6391350584899
315,1021059,2008291,117.65023644961805
316,1021059,2008295,128.00086311065078
317,1021059,2008450,77.6391350584899
318,1021059,2008878,128.00086311065078
319,1021059,2008998,117.65023644961805
320,1021059,2009116,130.9095306144883
321,1021059,2009447,128.00086311065078
322,1021059,2009511,130.9095306144883
323,1021059,2009512,130.9095306144883
324,1021059,2009625,117.65023644961805
325,1021059,2009738,117.65023644961805
326,1021059,2009897,117.65023644961805
327,1021059,2010248,130.9095306144883
328,1021059,2010297,70.44065206316861
329,1021059,2010505,70.44065206316861
330,1021059,2010528,117.65023644961805
331,1021059,2010534,130.9095306144883
332,1021059,2010572,117.65023644961805
333,1021059,2010720,117.65023644961805
334,1021059,2011118,130.9095306144883
335,1021059,2011207,117.65023644961805
336,1021059,2011214,130.9095306144883
337,1021059,2011220,130.9095306144883
338,1021059,2011247,130.9095306144883
339,1021059,2011257,130.9095306144883
340,1021059,2011299,128.00086311065078
341,1021059,2011493,128.00086311065078
342,1021059,2011674,128.00086311065078
343,1021059,2011749,77.6391350584899
344,1021059,2011868,117.65023644961805
345,1021059,2012096,128.00086311065078
