,RD_index,TD_index,new_Predicted
346,1021059,2012128,117.65023644961805
347,1021059,2012224,128.00086311065078
348,1021059,2012226,128.00086311065078
349,1021059,2012240,128.00086311065078
350,1021059,2012243,128.00086311065078
351,1021059,2012493,77.6391350584899
352,1021059,2012669,128.00086311065078
353,1021059,2012687,117.65023644961805
354,1021059,2012707,117.65023644961805
355,1021059,2012774,130.9095306144883
356,1021059,2012780,130.9095306144883
357,1021059,2012868,128.00086311065078
358,1021059,2013111,77.6391350584899
359,1021059,2013112,128.00086311065078
360,1021059,2013128,128.00086311065078
361,1021059,2013131,77.6391350584899
362,1021059,2013187,82.51173256187721
363,1021059,2013200,23.845569620253166
364,1021059,2013479,128.00086311065078
365,1021059,2013485,77.6391350584899
366,1021059,2013680,117.65023644961805
367,1021059,2013706,128.00086311065078
368,1021059,2013751,77.6391350584899
369,1021059,2013773,130.9095306144883
370,1021059,2013774,117.65023644961805
371,1021059,2013829,117.65023644961805
372,1021059,2013830,117.65023644961805
373,1021059,2013831,117.65023644961805
374,1021059,2013868,77.6391350584899
375,1021059,2013913,130.9095306144883
376,1021059,2013951,77.6391350584899
377,1021059,2014043,130.9095306144883
378,1021059,2014055,130.9095306144883
379,1021059,2014067,128.00086311065078
380,1021059,2014123,117.65023644961805
381,1021059,2014134,117.65023644961805
382,1021059,2014201,117.65023644961805
383,1021059,2014293,77.6391350584899
384,1021059,2014361,128.00086311065078
385,1021059,2014440,117.65023644961805
386,1021059,2014460,130.9095306144883
387,1021059,2014521,117.65023644961805
388,1021059,2014578,117.65023644961805
389,1021059,2014592,128.00086311065078
390,1021059,2014676,117.65023644961805
391,1021059,2014906,117.65023644961805
392,1021059,2015059,77.6391350584899
393,1021059,2015077,117.65023644961805
394,1021059,2015103,128.00086311065078
395,1021059,2015104,117.65023644961805
396,1021059,2015183,117.65023644961805
397,1021059,2015208,82.51173256187721
398,1021059,2015254,117.65023644961805
399,1021059,2015263,23.845569620253166
400,1021059,2015323,117.65023644961805
401,1021059,2015402,117.65023644961805
402,1021059,2015417,128.00086311065078
403,1021059,2015431,128.00086311065078
404,1021059,2015512,128.00086311065078
405,1021059,2015573,128.00086311065078
406,1021059,2015600,128.00086311065078
407,1021059,2015605,117.65023644961805
408,1021059,2015636,128.00086311065078
409,1021059,2015875,128.00086311065078
410,1021059,2016024,128.00086311065078
411,1021059,2016032,128.00086311065078
412,1021059,2016063,23.845569620253166
413,1021059,2018474,117.65023644961805
414,1021059,2018552,117.65023644961805
415,1021059,2018854,128.00086311065078
416,1021059,2018871,77.6391350584899
417,1021059,2019779,117.65023644961805
418,1021059,2020772,77.6391350584899
419,1021059,2020836,117.65023644961805
420,1021059,2020844,117.65023644961805
421,1021059,2020914,117.65023644961805
422,1021059,2020915,117.65023644961805
423,1021059,2021034,117.65023644961805
424,1021059,2021145,117.65023644961805
425,1021059,2021288,77.6391350584899
426,1021059,2021648,77.6391350584899
427,1021059,2021656,130.9095306144883
428,1021059,2021721,117.65023644961805
429,1021059,2021836,128.00086311065078
430,1021059,2022353,128.00086311065078
431,1021059,2022649,117.65023644961805
432,1021059,2022719,23.845569620253166
433,1021059,2023424,128.00086311065078
434,1021059,2023585,77.6391350584899
435,1021059,2023600,77.6391350584899
436,1021059,2024354,77.6391350584899
437,1021059,2025319,77.6391350584899
438,1021059,2025525,128.00086311065078
439,1021059,2025606,117.65023644961805
440,1021059,2025722,117.65023644961805
441,1021059,2102949,70.44065206316861
442,1021059,2103233,117.65023644961805
443,1021059,1000138,130.9095306144883
444,1021059,1000365,130.9095306144883
445,1021059,1000530,128.00086311065078
446,1021059,1000876,130.9095306144883
447,1021059,1000925,130.9095306144883
448,1021059,1001043,130.9095306144883
449,1021059,1001306,130.9095306144883
450,1021059,1001340,130.9095306144883
451,1021059,1001539,128.00086311065078
452,1021059,1001628,77.6391350584899
453,1021059,1002100,128.00086311065078
454,1021059,1002489,128.00086311065078
455,1021059,1002663,128.00086311065078
456,1021059,1002754,128.00086311065078
457,1021059,1002767,128.00086311065078
458,1021059,1002852,117.65023644961805
459,1021059,1003454,117.65023644961805
460,1021059,1003703,23.845569620253166
461,1021059,1003886,117.65023644961805
462,1021059,1004129,128.00086311065078
463,1021059,1004153,130.9095306144883
464,1021059,1004494,77.6391350584899
465,1021059,1005374,128.00086311065078
466,1021059,1005375,128.00086311065078
467,1021059,1005628,128.00086311065078
468,1021059,1006105,128.00086311065078
469,1021059,1006114,130.9095306144883
470,1021059,1006141,117.65023644961805
471,1021059,1006225,82.51173256187721
472,1021059,1006228,82.51173256187721
473,1021059,1006230,82.51173256187721
474,1021059,1006241,23.845569620253166
475,1021059,1006253,82.51173256187721
476,1021059,1006719,130.9095306144883
477,1021059,1006720,128.00086311065078
478,1021059,1006880,128.00086311065078
479,1021059,1007339,128.00086311065078
480,1021059,1007340,128.00086311065078
481,1021059,1007380,130.9095306144883
482,1021059,1007705,130.9095306144883
483,1021059,1009482,128.00086311065078
484,1021059,1009583,77.6391350584899
485,1021059,1009611,77.6391350584899
486,1021059,1009860,117.65023644961805
487,1021059,1010120,77.6391350584899
488,1021059,1010372,77.6391350584899
489,1021059,1010401,117.65023644961805
490,1021059,1010428,77.6391350584899
491,1021059,1011081,117.65023644961805
492,1021059,1011108,128.00086311065078
493,1021059,1011450,77.6391350584899
494,1021059,1011561,77.6391350584899
495,1021059,1011909,70.44065206316861
496,1021059,1011917,130.9095306144883
497,1021059,1011943,77.6391350584899
498,1021059,1012025,128.00086311065078
499,1021059,1012208,130.9095306144883
500,1021059,1012211,128.00086311065078
501,1021059,1012253,130.9095306144883
502,1021059,1012327,117.65023644961805
503,1021059,1012329,117.65023644961805
504,1021059,1012340,77.6391350584899
505,1021059,1012694,128.00086311065078
506,1021059,1013225,70.44065206316861
507,1021059,1013258,130.9095306144883
508,1021059,1013269,77.6391350584899
509,1021059,1013275,130.9095306144883
510,1021059,1013299,82.51173256187721
511,1021059,1013393,117.65023644961805
512,1021059,1013396,128.00086311065078
513,1021059,1013397,77.6391350584899
514,1021059,1013448,77.6391350584899
515,1021059,1014249,128.00086311065078
516,1021059,1014257,77.6391350584899
517,1021059,1014528,117.65023644961805
518,1021059,1014566,117.65023644961805
519,1021059,1014583,70.44065206316861
520,1021059,1014789,128.00086311065078
521,1021059,1014813,128.00086311065078
522,1021059,1014846,128.00086311065078
523,1021059,1014860,128.00086311065078
524,1021059,1014862,128.00086311065078
525,1021059,1014865,128.00086311065078
526,1021059,1014866,128.00086311065078
527,1021059,1014879,130.9095306144883
528,1021059,1014889,117.65023644961805
529,1021059,1014911,128.00086311065078
530,1021059,1014918,128.00086311065078
531,1021059,1015134,117.65023644961805
532,1021059,1015239,117.65023644961805
533,1021059,1015289,128.00086311065078
534,1021059,1015352,130.9095306144883
535,1021059,1015711,130.9095306144883
536,1021059,1015712,130.9095306144883
537,1021059,1015724,128.00086311065078
538,1021059,1015758,77.6391350584899
539,1021059,1015759,128.00086311065078
540,1021059,1015768,128.00086311065078
541,1021059,1015774,128.00086311065078
542,1021059,1015824,117.65023644961805
543,1021059,1015925,117.65023644961805
544,1021059,1016037,128.00086311065078
545,1021059,1016211,128.00086311065078
546,1021059,1016347,77.6391350584899
547,1021059,1016348,128.00086311065078
548,1021059,1016766,82.51173256187721
549,1021059,1016999,77.6391350584899
550,1021059,1017404,128.00086311065078
551,1021059,1017455,117.65023644961805
552,1021059,1017475,128.00086311065078
553,1021059,1017478,128.00086311065078
554,1021059,1017489,70.44065206316861
555,1021059,1017536,77.6391350584899
556,1021059,1017537,128.00086311065078
557,1021059,1017652,128.00086311065078
558,1021059,1017917,23.845569620253166
559,1021059,1018131,128.00086311065078
560,1021059,1018148,77.6391350584899
561,1021059,1018152,128.00086311065078
562,1021059,1018319,128.00086311065078
563,1021059,1018332,117.65023644961805
564,1021059,1018833,128.00086311065078
565,1021059,1018951,128.00086311065078
566,1021059,1018957,130.9095306144883
567,1021059,1019017,130.9095306144883
568,1021059,1019186,130.9095306144883
569,1021059,1019624,117.65023644961805
570,1021449,1018788,128.00086311065078
571,1021449,1018819,82.51173256187721
572,1021449,1018937,69.42937853107344
573,1021449,1019304,128.00086311065078
574,1021449,1019668,82.51173256187721
575,1021449,1019720,70.44065206316861
576,1021449,1020281,82.51173256187721
577,1021449,1020402,23.845569620253166
578,1021449,1020666,70.44065206316861
579,1021449,1021282,82.51173256187721
580,1021449,1103134,69.42937853107344
581,1021449,1103147,69.42937853107344
582,1021449,1103152,77.6391350584899
583,1021449,1103164,128.00086311065078
584,1021449,1103182,69.42937853107344
585,1021449,1103195,128.00086311065078
586,1021449,1103217,69.42937853107344
587,1021449,1103280,70.44065206316861
588,1021449,1103638,82.51173256187721
589,1021449,2000643,69.42937853107344
590,1021449,2002086,23.845569620253166
591,1021449,2004176,82.51173256187721
592,1021449,2004816,82.51173256187721
593,1021449,2004858,82.51173256187721
594,1021449,2004885,82.51173256187721
595,1021449,2005156,70.44065206316861
596,1021449,2005504,70.44065206316861
597,1021449,2006373,82.51173256187721
598,1021449,2006883,23.845569620253166
599,1021449,2007532,82.51173256187721
600,1021449,2008291,70.44065206316861
601,1021449,2008295,82.51173256187721
602,1021449,2008450,82.51173256187721
603,1021449,2008878,82.51173256187721
604,1021449,2008998,82.51173256187721
605,1021449,2009116,23.845569620253166
606,1021449,2009447,69.42937853107344
607,1021449,2009511,82.51173256187721
608,1021449,2009512,82.51173256187721
609,1021449,2009625,70.44065206316861
610,1021449,2009738,82.51173256187721
611,1021449,2009897,82.51173256187721
612,1021449,2010248,82.51173256187721
613,1021449,2010297,128.00086311065078
614,1021449,2010505,128.00086311065078
615,1021449,2010528,70.44065206316861
616,1021449,2010534,70.44065206316861
617,1021449,2010572,82.51173256187721
618,1021449,2010720,70.44065206316861
619,1021449,2011118,82.51173256187721
620,1021449,2011207,70.44065206316861
621,1021449,2011214,70.44065206316861
622,1021449,2011220,70.44065206316861
623,1021449,2011247,82.51173256187721
624,1021449,2011257,70.44065206316861
625,1021449,2011299,69.42937853107344
626,1021449,2011493,70.44065206316861
627,1021449,2011674,69.42937853107344
628,1021449,2011749,82.51173256187721
629,1021449,2011868,82.51173256187721
630,1021449,2012096,69.42937853107344
631,1021449,2012128,82.51173256187721
632,1021449,2012224,70.44065206316861
633,1021449,2012226,69.42937853107344
634,1021449,2012240,69.42937853107344
635,1021449,2012243,69.42937853107344
636,1021449,2012493,82.51173256187721
637,1021449,2012669,82.51173256187721
638,1021449,2012687,82.51173256187721
639,1021449,2012707,82.51173256187721
640,1021449,2012774,23.845569620253166
641,1021449,2012780,70.44065206316861
642,1021449,2012868,69.42937853107344
643,1021449,2013111,70.44065206316861
644,1021449,2013112,70.44065206316861
645,1021449,2013128,82.51173256187721
646,1021449,2013131,70.44065206316861
647,1021449,2013187,128.00086311065078
648,1021449,2013200,128.00086311065078
649,1021449,2013479,82.51173256187721
650,1021449,2013485,82.51173256187721
651,1021449,2013680,70.44065206316861
652,1021449,2013706,82.51173256187721
653,1021449,2013751,70.44065206316861
654,1021449,2013773,82.51173256187721
655,1021449,2013774,82.51173256187721
656,1021449,2013829,82.51173256187721
657,1021449,2013830,82.51173256187721
658,1021449,2013831,70.44065206316861
659,1021449,2013868,70.44065206316861
660,1021449,2013913,82.51173256187721
661,1021449,2013951,82.51173256187721
662,1021449,2014043,70.44065206316861
663,1021449,2014055,82.51173256187721
664,1021449,2014067,70.44065206316861
665,1021449,2014123,70.44065206316861
666,1021449,2014134,82.51173256187721
667,1021449,2014201,70.44065206316861
668,1021449,2014293,82.51173256187721
669,1021449,2014361,70.44065206316861
670,1021449,2014440,82.51173256187721
671,1021449,2014460,23.845569620253166
672,1021449,2014521,82.51173256187721
673,1021449,2014578,70.44065206316861
674,1021449,2014592,82.51173256187721
675,1021449,2014676,70.44065206316861
676,1021449,2014906,70.44065206316861
677,1021449,2015059,70.44065206316861
678,1021449,2015077,82.51173256187721
679,1021449,2015103,82.51173256187721
680,1021449,2015104,82.51173256187721
681,1021449,2015183,82.51173256187721
682,1021449,2015208,128.00086311065078
683,1021449,2015254,82.51173256187721
684,1021449,2015263,128.00086311065078
685,1021449,2015323,82.51173256187721
686,1021449,2015402,82.51173256187721
687,1021449,2015417,69.42937853107344
688,1021449,2015431,69.42937853107344
689,1021449,2015512,70.44065206316861
690,1021449,2015573,69.42937853107344
691,1021449,2015600,69.42937853107344
692,1021449,2015605,70.44065206316861
693,1021449,2015636,82.51173256187721
694,1021449,2015875,82.51173256187721
695,1021449,2016024,69.42937853107344
696,1021449,2016032,82.51173256187721
697,1021449,2016063,128.00086311065078
698,1021449,2018474,70.44065206316861
699,1021449,2018552,82.51173256187721
700,1021449,2018854,82.51173256187721
701,1021449,2018871,82.51173256187721
702,1021449,2019779,70.44065206316861
703,1021449,2020772,70.44065206316861
704,1021449,2020836,70.44065206316861
705,1021449,2020844,70.44065206316861
706,1021449,2020914,70.44065206316861
707,1021449,2020915,70.44065206316861
708,1021449,2021034,82.51173256187721
709,1021449,2021145,82.51173256187721
710,1021449,2021288,82.51173256187721
711,1021449,2021648,82.51173256187721
712,1021449,2021656,82.51173256187721
713,1021449,2021721,82.51173256187721
714,1021449,2021836,82.51173256187721
715,1021449,2022353,69.42937853107344
716,1021449,2022649,82.51173256187721
717,1021449,2022719,128.00086311065078
718,1021449,2023424,82.51173256187721
719,1021449,2023585,70.44065206316861
720,1021449,2023600,82.51173256187721
721,1021449,2024354,82.51173256187721
722,1021449,2025319,82.51173256187721
723,1021449,2025525,82.51173256187721
724,1021449,2025606,82.51173256187721
725,1021449,2025722,82.51173256187721
726,1021449,2102949,77.6391350584899
727,1021449,2103233,82.51173256187721
728,1021449,1000138,23.845569620253166
729,1021449,1000365,82.51173256187721
730,1021449,1000530,82.51173256187721
731,1021449,1000876,23.845569620253166
732,1021449,1000925,23.845569620253166
733,1021449,1001043,23.845569620253166
734,1021449,1001306,23.845569620253166
735,1021449,1001340,82.51173256187721
736,1021449,1001539,69.42937853107344
737,1021449,1001628,82.51173256187721
738,1021449,1002100,69.42937853107344
739,1021449,1002489,82.51173256187721
740,1021449,1002663,82.51173256187721
741,1021449,1002754,69.42937853107344
742,1021449,1002767,69.42937853107344
743,1021449,1002852,82.51173256187721
744,1021449,1003454,82.51173256187721
745,1021449,1003703,128.00086311065078
746,1021449,1003886,82.51173256187721
747,1021449,1004129,82.51173256187721
748,1021449,1004153,23.845569620253166
749,1021449,1004494,82.51173256187721
750,1021449,1005374,69.42937853107344
751,1021449,1005375,69.42937853107344
752,1021449,1005628,69.42937853107344
753,1021449,1006105,70.44065206316861
754,1021449,1006114,23.845569620253166
755,1021449,1006141,70.44065206316861
756,1021449,1006225,128.00086311065078
757,1021449,1006228,77.6391350584899
758,1021449,1006230,77.6391350584899
759,1021449,1006241,128.00086311065078
760,1021449,1006253,77.6391350584899
761,1021449,1006719,82.51173256187721
762,1021449,1006720,69.42937853107344
763,1021449,1006880,69.42937853107344
764,1021449,1007339,82.51173256187721
765,1021449,1007340,82.51173256187721
766,1021449,1007380,82.51173256187721
767,1021449,1007705,23.845569620253166
768,1021449,1009482,69.42937853107344
769,1021449,1009583,70.44065206316861
770,1021449,1009611,70.44065206316861
771,1021449,1009860,82.51173256187721
772,1021449,1010120,82.51173256187721
773,1021449,1010372,82.51173256187721
774,1021449,1010401,70.44065206316861
